Venue,Date,Day of Week,Event/Artist Name,Genre,Promoter Code,Promoter Name,Tickets Sold,Venue Capacity,Capacity Rate,Gross Ticket Revenue,Avg Ticket Price (incl. TW rebate),Bar Revenue,Avg Alcohol $/Guest,Band(s) Guarantee,% of Gross Ticket Revenue,Gate Settlement Gain/(Loss),Show Gross Proceeds,Source Year (file),Source File,Data Notes,Date_parsed
Magic Stick,2019-09-13,2019-09-13 00:00:00,Sacha Robotti,Electronic/Dance,5.0,Paxahau - Tom Pattyn,284.0,700.0,0.4057142857142857,5387.0,18.96830985915493,6149.0,21.65140845070422,3400.0,0.6311490625580101,-1535.36,4613.64,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-13
Majestic Theatre,2019-09-13,2019-09-13 00:00:00,The Aquabats,Rock,,,566.0,1118.0,0.5062611806797853,19993.27,35.32379858657244,3839.76,6.784028268551237,10000.0,0.5001683066351827,2527.68,6367.440000000001,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-13
Magic Stick,2019-09-14,2019-09-14 00:00:00,Kursa B2B Seppa,Electronic/Dance,8.0,Further Frequencies,350.0,750.0,0.4666666666666667,7013.75,20.03928571428571,5611.0,16.03142857142857,3650.0,0.5204063446800927,680.98,6291.98,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-14
Majestic Theatre,2019-09-14,2019-09-14 00:00:00,Dodie,Pop,,,1118.0,1118.0,1.0,34682.39,31.02181574239714,2319.24,2.074454382826476,15500.0,0.4469126839297984,13189.14,15508.38,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-14
Majestic Theatre,2019-09-15,2019-09-15 00:00:00,grandson,Rock,,,514.0,1118.0,0.4597495527728086,15894.0,30.92217898832685,3817.37,7.426789883268483,16500.0,1.038127595318988,-6786.33,-2968.96,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-15
Majestic Theatre,2019-09-18,2019-09-18 00:00:00,Gwar,Metal/Hard Rock,,,482.0,1000.0,0.482,12788.0,26.53112033195021,6895.84,14.30672199170124,7750.0,0.6060369096027526,-2657.04,4238.8,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-18
Majestic Theatre,2019-09-19,2019-09-19 00:00:00,Two Door Cinema Club [GUARANTEED],Rock,,,,,,,,8183.9,,,,0.0,8183.9,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-19
Magic Stick,2019-09-20,2019-09-20 00:00:00,Bury Your Dead,Metal/Hard Rock,3.0,Black Iris,132.0,750.0,0.176,2718.25,20.59280303030303,2181.0,16.52272727272727,3000.0,1.103651246206199,-2935.25,-754.25,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-20
Majestic Theatre,2019-09-21,2019-09-21 00:00:00,Girls Gotta Eat (podcast),Comedy/Other,,,412.0,418.0,0.985645933014354,17315.2,42.02718446601942,6969.88,16.91718446601942,7247.63,0.4185703890223618,4828.7,11798.58,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-21
Magic Stick,2019-09-21,2019-09-21 00:00:00,Man Man,Rock,1.0,Magic Stick in-house,254.0,700.0,0.3628571428571429,5227.75,20.58169291338582,3294.0,12.96850393700787,3500.0,0.6695040887571135,-586.35,2707.65,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-21
Majestic Theatre,2019-09-22,2019-09-22 00:00:00,Joseph,Pop,,,221.0,1000.0,0.221,9262.0,41.90950226244344,2369.97,10.72384615384615,10500.0,1.133664435327143,-8468.37,-6098.400000000001,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-22
Magic Stick,2019-09-22,2019-09-22 00:00:00,Defunk,Electronic/Dance,2.0,React co-pro,99.0,700.0,0.1414285714285714,1536.25,15.51767676767677,1660.0,16.76767676767677,2600.0,1.692432872253865,-2327.13,-667.1300000000001,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-22
Majestic Theatre,2019-09-24,2019-09-24 00:00:00,Cuco,Pop,,,655.0,1100.0,0.5954545454545455,18350.0,28.01526717557252,2683.62,4.097129770992367,17250.0,0.9400544959128064,-5541.15,-2857.53,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-24
Magic Stick,2019-09-26,2019-09-26 00:00:00,Kaskade,Electronic/Dance,2.0,React co-pro,850.0,850.0,1.0,33362.5,39.25,24643.0,28.99176470588236,20531.5,0.6154065192956163,2574.64,27217.64,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-26
Majestic Theatre,2019-09-26,2019-09-26 00:00:00,The Waterboys,Rock,,,415.0,1000.0,0.415,16807.0,40.49879518072289,5130.81,12.36339759036145,10000.0,0.5949901826619861,2792.5,7923.31,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-26
Majestic Theatre,2019-09-27,2019-09-27 00:00:00,Jason Nash,Comedy/Other,,,400.0,400.0,1.0,28171.0,70.4275,2018.82,5.04705,5000.0,0.1774874871321571,19437.45,21456.27,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-27
Magic Stick,2019-09-27,2019-09-27 00:00:00,SoDown,Electronic/Dance,8.0,Further Frequencies,352.0,700.0,0.5028571428571429,7106.0,20.1875,6681.0,18.98011363636364,5375.0,0.7564030396847734,-1783.72,4897.28,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-27
Majestic Theatre,2019-09-28,2019-09-28 00:00:00,Steve Lacy,Hip-Hop/R&B,,,518.0,1118.0,0.4633273703041144,18930.0,36.54440154440154,3515.78,6.787220077220078,15500.0,0.8188061278394083,-648.39,2867.39,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-28
Magic Stick,2019-09-28,2019-09-28 00:00:00,Hayden James,Electronic/Dance,2.0,React co-pro,656.0,700.0,0.9371428571428572,13482.5,20.55259146341463,12570.97,19.16306402439024,5779.09,0.428636380493232,502.4000000000001,13073.37,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-09-28
Majestic Theatre,2019-10-01,2019-10-01 00:00:00,Gus Dapperton,Pop,,,247.0,1000.0,0.247,6968.0,28.21052631578948,1687.1,6.830364372469635,8000.0,1.148105625717566,-6502.38,-4815.280000000001,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-01
Majestic Theatre,2019-10-03,2019-10-03 00:00:00,The New Pornographers,Rock,,,413.0,1000.0,0.413,14856.0,35.97094430992736,4607.99,11.1573607748184,15500.0,1.043349488422186,-4428.44,179.5500000000002,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-03
Magic Stick,2019-10-04,2019-10-04 00:00:00,Emotional Oranges,Hip-Hop/R&B,4.0,Good Show - Jason Berry,264.0,700.0,0.3771428571428571,6839.75,25.90814393939394,2123.0,8.041666666666666,7000.0,1.0234292189042,-2996.91,-873.9099999999999,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-04
Magic Stick,2019-10-05,2019-10-05 00:00:00,Detox Unit,Electronic/Dance,2.0,React co-pro,304.0,700.0,0.4342857142857143,6285.5,20.67598684210526,4802.0,15.79605263157895,4500.0,0.7159334977328773,-1863.09,2938.91,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-05
Majestic Theatre,2019-10-05,2019-10-05 00:00:00,Dark Star Orchestra,Rock,,,748.0,1100.0,0.68,25330.0,33.86363636363637,13395.89,17.90894385026738,15164.0,0.5986577181208054,2924.34,16320.23,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-05
Magic Stick,2019-10-10,2019-10-10 00:00:00,Moon Boots,Electronic/Dance,2.0,React co-pro,256.0,700.0,0.3657142857142857,5406.0,21.1171875,4827.0,18.85546875,4850.0,0.8971513133555309,-1967.91,2859.09,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-10
Magic Stick,2019-10-11,2019-10-11 00:00:00,Jamie Jones,Electronic/Dance,5.0,Paxahau - Tom Pattyn,610.0,700.0,0.8714285714285714,18453.75,30.25204918032787,16806.5,27.55163934426229,16100.0,0.8724513987671882,-3459.0,13347.5,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-11
Magic Stick,2019-10-12,2019-10-12 00:00:00,Cofresi,Electronic/Dance,8.0,Further Frequencies,176.0,700.0,0.2514285714285714,3251.5,18.47443181818182,3978.0,22.60227272727273,1925.0,0.5920344456404736,-2038.26,1939.74,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-12
Majestic Theatre,2019-10-15,2019-10-15 00:00:00,Noah Kahan,Pop,,,497.0,1100.0,0.4518181818181818,16512.0,33.22334004024145,2800.6,5.635010060362172,4500.0,0.2725290697674418,4011.37,6811.969999999999,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-15
Majestic Theatre,2019-10-16,2019-10-16 00:00:00,Municipal Waste,Metal/Hard Rock,,,359.0,1000.0,0.359,10889.5,30.33286908077994,4638.54,12.92072423398329,10500.0,0.964231599246981,-5594.44,-955.9000000000004,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-16
Magic Stick,2019-10-16,2019-10-16 00:00:00,Kero Kero Bonito,Pop,7.0,Party Store co-pro,427.0,700.0,0.61,8988.5,21.05035128805621,2115.5,4.954332552693208,5500.0,0.6118929743561217,450.29,2565.79,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-16
Majestic Theatre,2019-10-17,2019-10-17 00:00:00,Big Thief,Rock,,,966.0,1100.0,0.8781818181818182,25700.5,26.60507246376812,7572.93,7.839472049689442,9517.841,0.370336802785938,8786.53,16359.46,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-17
Magic Stick,2019-10-18,2019-10-18 00:00:00,The Trifinity,Electronic/Dance,2.0,React co-pro,318.0,700.0,0.4542857142857143,6725.25,21.14858490566038,4165.0,13.09748427672956,4000.0,0.5947734284970819,-1194.42,2970.58,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-18
Magic Stick,2019-10-19,2019-10-19 00:00:00,Shiba San X Walker & Royce,Electronic/Dance,2.0,React co-pro,806.0,800.0,1.0075,26088.75,32.36817617866005,24354.0,30.21588089330025,15100.0,0.5787935412773705,1876.33,26230.33,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-19
Majestic Theatre,2019-10-19,2019-10-19 00:00:00,Natasha Bedingfield,Pop,,,95.0,1100.0,0.0863636363636363,4452.0,46.86315789473685,1429.29,15.04515789473684,8750.0,1.965408805031446,-9788.8,-8359.509999999998,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-19
Magic Stick,2019-10-22,2019-10-22 00:00:00,Tiny Moving Parts,Rock,1.0,Magic Stick in-house,191.0,700.0,0.2728571428571428,3977.75,20.82591623036649,1914.0,10.02094240837696,6050.0,1.520960341901829,-5059.27,-3145.27,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-22
Magic Stick,2019-10-23,2019-10-23 00:00:00,Of Montreal,Rock,4.0,Good Show - Jason Berry,502.0,700.0,0.7171428571428572,13140.0,26.17529880478088,4910.7,9.78227091633466,6870.55,0.5228729071537291,1255.08,6165.78,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-23
Magic Stick,2019-10-25,2019-10-25 00:00:00,Truth,Electronic/Dance,5.0,Paxahau - Tom Pattyn,358.0,700.0,0.5114285714285715,7554.75,21.10265363128492,6296.0,17.58659217877095,5875.0,0.7776564413117575,-2171.36,4124.639999999999,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-25
Majestic Theatre,2019-10-25,2019-10-25 00:00:00,Alejandro Aranda,Pop,,,1109.0,1218.0,0.9105090311986864,29835.74,26.90328223624888,5509.31,4.967817853922453,11963.55,0.4009805019081142,11897.46,17406.77,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-25
Majestic Theatre,2019-10-26,2019-10-26 00:00:00,Loud Luxury (1),Electronic/Dance,,,943.0,1100.0,0.8572727272727273,23724.5,25.15853658536585,14127.21,14.98113467656416,7540.63,0.3178414718961411,5778.339422165999,19905.549422166,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-26
Magic Stick,2019-10-26,2019-10-26 00:00:00,Chris Lorenzo,Electronic/Dance,2.0,React co-pro,428.0,700.0,0.6114285714285714,9522.75,22.24941588785047,5025.0,11.74065420560748,5000.0,0.5250584127484182,223.54,5248.54,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-26
Magic Stick,2019-10-26,2019-10-26 00:00:00,Leftover Crack,Metal/Hard Rock,3.0,Black Iris,522.0,750.0,0.696,11936.25,22.86637931034483,8734.0,16.73180076628352,5134.06,0.4301233637030056,741.94,9475.94,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-26
Magic Stick,2019-10-27,2019-10-27 00:00:00,The Menzingers,Rock,4.0,Good Show - Jason Berry,740.0,700.0,1.057142857142857,19746.0,26.68378378378378,9358.0,12.64594594594595,12000.0,0.6077180188392586,1567.07,10925.07,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-27
Magic Stick,2019-10-30,2019-10-30 00:00:00,Yotto,Electronic/Dance,2.0,React co-pro,169.0,700.0,0.2414285714285714,3435.25,20.32692307692308,2404.25,14.22633136094675,3700.0,1.077068626737501,-2236.84,167.4099999999998,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-30
Majestic Theatre,2019-10-30,2019-10-30 00:00:00,Starset,Rock,,,722.0,1000.0,0.722,23692.0,32.81440443213297,5241.12,7.259168975069252,10000.0,0.4220834036805673,5819.55,11060.67,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-10-30
Majestic Theatre,2019-11-01,2019-11-01 00:00:00,Tom Papa,Comedy/Other,,,245.0,275.0,0.8909090909090909,9692.0,39.55918367346938,0.0,0.0,4750.0,0.4900949236483697,158.85,158.85,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-11-01
Majestic Theatre,2019-11-01,2019-11-01 00:00:00,Oliver Tree,Pop,,,1220.0,1218.0,1.001642036124795,35521.0,29.1155737704918,8583.02,7.035262295081967,13975.46,0.3934421891275583,15157.18,23740.2,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-11-01
Majestic Theatre,2019-11-02,2019-11-02 00:00:00,Toro y Moi,Rock,,,1100.0,1108.0,0.9927797833935018,30422.0,27.65636363636364,11590.33,10.53666363636364,15000.0,0.493064229833673,9369.38,20959.71,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-11-02
Majestic Theatre,2019-11-04,2019-11-04 00:00:00,Sleater Kinney,Rock,,,730.0,1140.0,0.6403508771929824,33191.0,45.46712328767124,5269.25,7.218150684931507,30500.0,0.9189238046458376,-6030.22,-760.9700000000003,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-11-04
Majestic Theatre,2019-11-05,2019-11-05 00:00:00,Crumb,Rock,,,386.0,1100.0,0.3509090909090909,10035.0,25.99740932642487,3545.49,9.18520725388601,8000.0,0.7972097658196313,-3505.44,40.04999999999973,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-11-05
Magic Stick,2019-11-07,2019-11-07 00:00:00,Sonny Federa,Electronic/Dance,2.0,React co-pro,464.0,700.0,0.6628571428571428,11486.0,24.75431034482759,13037.72,28.09853448275862,7700.0,0.6703813337976667,-794.82,12242.9,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-11-07
Majestic Theatre,2019-11-08,2019-11-08 00:00:00,A$ap Ferg [GUARANTEED],Hip-Hop/R&B,,,,,,,,4760.99,,,,0.0,4760.99,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-11-08
Magic Stick,2019-11-08,2019-11-08 00:00:00,Solomun,Electronic/Dance,5.0,Paxahau - Tom Pattyn,850.0,850.0,1.0,28845.75,33.93617647058824,25428.0,29.91529411764706,19950.0,0.6916096825355555,-690.88,24737.12,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-11-08
Magic Stick,2019-11-09,2019-11-09 00:00:00,Chromeo,Electronic/Dance,2.0,React co-pro,740.0,800.0,0.925,19746.0,26.68378378378378,7640.5,10.325,15100.0,0.7647118403727338,-4343.47,3297.03,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-11-09
Majestic Theatre,2019-11-09,2019-11-09 00:00:00,The Interrupters,Rock,,,845.0,1100.0,0.7681818181818182,26905.5,31.84082840236686,11143.64,13.18773964497041,14080.0,0.523313077251863,4858.76,16002.4,2019,2019_show_results___metrics_2019_11_12_19.xlsx,,2019-11-09
Magic Stick,2022-01-08,2022-01-08 00:00:00,Nora en Pure,Electronic/Dance,5.0,Paxahau - Tom Pattyn,791.0,800.0,0.98875,32275.0,40.80278129,31911.0,40.3426043,20400.0,0.6320681642,4614.31,36525.31,2022,2022_Magic_Stick.xlsx,,2022-01-08
Majestic Theatre,2022-01-22,2022-01-22 00:00:00,Wooli,Electronic/Dance,,,835.0,1100.0,0.7590909091,21383.0,25.60838323,13945.19,16.70082635,5035.35,0.2354837955,8805.43,22750.62,2022,Majestic_AEG_2022.xlsx,,2022-01-22
Majestic Theatre,2022-01-27,2022-01-27 00:00:00,Cory & the Wongnotes,Jazz/Blues/Soul,,,713.0,1100.0,0.6481818182,21836.5,30.62622721,7732.27,10.84469846,10595.4,0.4852151215,4985.13,12717.4,2022,Majestic_AEG_2022.xlsx,,2022-01-27
Majestic Theatre,2022-01-28,2022-01-28 00:00:00,Dabin,Electronic/Dance,,,652.0,1100.0,0.5927272727,17805.0,27.30828221,11070.59,16.97943252,4100.0,0.2302723954,5531.36,16601.95,2022,Majestic_AEG_2022.xlsx,,2022-01-28
Magic Stick,2022-01-28,2022-01-28 00:00:00,Shiba San,Electronic/Dance,5.0,Paxahau - Tom Pattyn,821.0,800.0,1.02625,30794.75,37.50883069,26411.5,32.16991474,15000.0,0.4870960147,6222.38,32633.88,2022,2022_Magic_Stick.xlsx,,2022-01-28
Majestic Theatre,2022-01-29,2022-01-29 00:00:00,Wale,Hip-Hop/R&B,,,997.0,1100.0,0.9063636364,42219.21,42.34624875,12889.15,12.9279338,16243.69,0.3847464223,12660.56,25549.71,2022,Majestic_AEG_2022.xlsx,,2022-01-29
Majestic Theatre,2022-02-04,2022-02-04 00:00:00,LSDream,Electronic/Dance,,,1100.0,1100.0,1.0,34768.5,31.60772727,18354.38,16.6858,13294.41,0.3823693861,11331.58,29685.96,2022,Majestic_AEG_2022.xlsx,,2022-02-04
Majestic Theatre,2022-02-10,2022-02-10 00:00:00,Lucy Dacus,Rock,,,1118.0,1100.0,1.016363636,35117.0,31.41055456,7645.19,6.838273703,15131.49,0.4308878891,14488.49,22133.68,2022,Majestic_AEG_2022.xlsx,,2022-02-10
Majestic Theatre,2022-02-12,2022-02-12 00:00:00,Bad Suns,Rock,,,704.0,1100.0,0.64,26914.0,38.23011364,9141.18,12.98463068,13000.0,0.4830199896,3262.57,12403.75,2022,Majestic_AEG_2022.xlsx,,2022-02-12
Magic Stick,2022-02-12,2022-02-12 00:00:00,Citizen,Rock,,,705.0,781.0,0.9026888604,18213.75,25.83510638,5811.0,8.242553191,8872.91,0.4871544849,5334.92,11145.92,2022,2022_Magic_Stick.xlsx,,2022-02-12
Magic Stick,2022-02-25,2022-02-25 00:00:00,Westemd,Electronic/Dance,5.0,Paxahau - Tom Pattyn,501.0,750.0,0.668,10088.0,20.13572854,0.0,0.0,2710.0,0.2686360032,3589.01,3589.01,2022,2022_Magic_Stick.xlsx,,2022-02-25
Majestic Theatre,2022-02-26,2022-02-26 00:00:00,Cordae,Hip-Hop/R&B,,,823.0,1100.0,0.7481818182,31875.5,38.7308627,8467.06,10.28804374,14000.0,0.4392087967,7041.73,15508.79,2022,Majestic_AEG_2022.xlsx,,2022-02-26
Majestic Theatre,2022-02-28,2022-02-28 00:00:00,Cannibal Corpse,Metal/Hard Rock,,,1100.0,1100.0,1.0,37276.5,33.88772727,15712.29,14.2839,17842.35,0.4786487465,13970.85,29683.14,2022,Majestic_AEG_2022.xlsx,,2022-02-28
Magic Stick,2022-03-02,2022-03-02 00:00:00,Joywave,Rock,1.0,In-House - Zach,378.0,800.0,0.4725,10355.75,27.39616402,3281.78,8.681957672,5500.0,0.5311059073,833.79,4115.57,2022,2022_Magic_Stick.xlsx,,2022-03-02
Magic Stick,2022-03-04,2022-03-04 00:00:00,EDX,Electronic/Dance,5.0,Paxahau - Tom Pattyn,306.0,800.0,0.3825,9086.0,29.69281046,13502.6,44.12614379,5600.0,0.6163328197,-262.26,13240.34,2022,2022_Magic_Stick.xlsx,,2022-03-04
Majestic Theatre,2022-03-10,2022-03-10 00:00:00,Jacqueline Novak,Comedy/Other,,,199.0,400.0,0.4975,8461.0,42.51758794,1265.6,6.359798995,4000.0,0.4727573573,-295.51,970.09,2022,Majestic_AEG_2022.xlsx,,2022-03-10
Majestic Theatre,2022-03-11,2022-03-11 00:00:00,Badbadnotgood,Jazz/Blues/Soul,,,1101.0,1100.0,1.000909091,33875.5,30.76793824,13610.04,12.36152589,14046.1,0.4146388983,10323.32,23933.36,2022,Majestic_AEG_2022.xlsx,,2022-03-11
Magic Stick,2022-03-12,2022-03-12 00:00:00,Vnnsa,Electronic/Dance,5.0,Paxahau - Tom Pattyn,376.0,800.0,0.47,8573.5,22.8018617,12494.0,33.2287234,7200.0,0.839797049,-2657.21,9836.79,2022,2022_Magic_Stick.xlsx,,2022-03-12
Majestic Theatre,2022-03-13,2022-03-13 00:00:00,Sammy Rae,Jazz/Blues/Soul,,,694.0,1100.0,0.6309090909,18116.5,26.10446686,6465.97,9.316959654,8500.0,0.4691855491,3205.2,9671.17,2022,Majestic_AEG_2022.xlsx,,2022-03-13
Majestic Theatre,2022-03-15,2022-03-15 00:00:00,Parcels,Pop,,,978.0,1100.0,0.8890909091,27129.5,27.73977505,12473.7,12.75429448,9542.78,0.3517492029,9297.78,21771.48,2022,Majestic_AEG_2022.xlsx,,2022-03-15
Majestic Theatre,2022-03-16,2022-03-16 00:00:00,Half Alive,Pop,,,775.0,1100.0,0.7045454545,26276.11,33.90465806,4716.21,6.085432258,10500.0,0.3996025287,8118.25,12834.46,2022,Majestic_AEG_2022.xlsx,,2022-03-16
Majestic Theatre,2022-03-18,2022-03-18 00:00:00,The Midnight,Electronic/Dance,,,1100.0,1100.0,1.0,40815.0,37.10454545,16088.45,14.62586364,20000.0,0.4900159255,9379.78,25468.23,2022,Majestic_AEG_2022.xlsx,,2022-03-18
Majestic Theatre,2022-03-19,2022-03-19 00:00:00,Animal Collective,Rock,,,1063.0,1100.0,0.9663636364,39190.0,36.86735654,13171.04,12.39044214,25500.0,0.6506761929,6622.18,19793.22,2022,Majestic_AEG_2022.xlsx,,2022-03-19
Majestic Theatre,2022-03-20,2022-03-20 00:00:00,Car Seat Headrest,Rock,,,1100.0,1100.0,1.0,33863.5,30.785,6166.18,5.605618182,15573.26,0.4598833552,13941.98,20108.16,2022,Majestic_AEG_2022.xlsx,,2022-03-20
Magic Stick,2022-03-20,2022-03-20 00:00:00,Cannons,Pop,1.0,In-House - Zach,578.0,814.0,0.7100737101,12547.0,21.70761246,7673.0,13.27508651,4850.0,0.3865465848,4439.4,12112.4,2022,2022_Magic_Stick.xlsx,,2022-03-20
Majestic Theatre,2022-03-21,2022-03-21 00:00:00,Eric Bellinger,Hip-Hop/R&B,,,684.0,1100.0,0.6218181818,35575.0,52.01023392,9361.6,13.68654971,12500.0,0.3513703443,5741.4,15103.0,2022,Majestic_AEG_2022.xlsx,,2022-03-21
Majestic Theatre,2022-03-22,2022-03-22 00:00:00,Girl In Red,Pop,,,1100.0,1100.0,1.0,32114.5,29.195,4921.7,4.474272727,15430.58,0.4804863847,11923.25,16844.95,2022,Majestic_AEG_2022.xlsx,,2022-03-22
Magic Stick,2022-03-25,2022-03-25 00:00:00,Common Creation,Hip-Hop/R&B,5.0,Paxahau - Tom Pattyn,93.0,800.0,0.11625,1715.0,18.44086022,0.0,0.0,550.0,0.3206997085,-447.07,-447.07,2022,2022_Magic_Stick.xlsx,,2022-03-25
Majestic Theatre,2022-03-25,2022-03-25 00:00:00,Black Midi,Rock,,,657.0,1100.0,0.5972727273,17011.5,25.89269406,5452.9,8.299695586,7330.87,0.4309361314,4049.1,9502.0,2022,Majestic_AEG_2022.xlsx,,2022-03-25
Majestic Theatre,2022-03-26,2022-03-26 00:00:00,Droeloe,Electronic/Dance,,,356.0,1100.0,0.3236363636,9784.0,27.48314607,5956.25,16.73103933,9400.0,0.9607522486,-5984.81,-28.56,2022,Majestic_AEG_2022.xlsx,,2022-03-26
Majestic Theatre,2022-03-29,2022-03-29 00:00:00,The Darkness,Rock,,,494.0,1100.0,0.4490909091,16691.5,33.78846154,9607.76,19.44890688,12500.0,0.7488841626,-1842.07,7765.69,2022,Majestic_AEG_2022.xlsx,,2022-03-29
